review,emotion
웨이팅이 있지만 회전율이 빨라서 금방 들어가요 맛은 무난해요 특별한 맛은 아님 그리고 제일 직급 높아보이는 직원이 불친절해요,0
직화숯불쌀국수 이거 완전 강추하구 곱탕전골먹엇는데 곱창전골은 ㅜ 곱창이쓰고 그냥그특유의 잘 손질안된맛이어서 별로였네욤,1
직원분들이 친절하고 회전율이 엄청 빠르다 웨이팅은 분 정도 한 것 같다 마치 날 기다리고 있던 것처럼 주문하자마자 음식이 나온다 코코넛 튀김과 매운 곱창 쌀국수의 조합이 좋고 매운 곱창 쌀국수는 해장에 적격이다 캬아 알싸하고 시원하다,1
딱히 베트님 음식 같지도 않고 그저 그랬습니다,0
여러명이 사서 나눠먹기 좋아요,1
쌀국수 진짜 맛있어요 재방문 의사 있음,1
쥰맛탱 가성비 좋아요 양도만고 정말 맛도리,1
양이 어마무시합니다,0
맛있는데 많이 매워요 주의하셔야 됩니당,1
매니저인지 모르겠는데 안그래도 이미 밖에 습하고 더워서 짜증나 죽겠는데 대기줄 제대로 안썼다고 소리지르는건 좀 아닌 것 같습니다 처음 가보는거라 쌀국수 기대했는데 베스트 메뉴 인 보양식 쌀국수는 그냥 한국에서 흔히 맛볼수 있는 평범한 맛이였고 조금 과대평가된 것 같은 개인적인 평가입니다 베트남음식은 다른 곳에서 먹을것같습니다,0
애매한 시간대에 가서 줄안서고 먹었는데 맛있네요,1
양도많고 간도 적당하고 직원들고 친절해요,1
물컵을 세번 바꿈 첫 물 컵 안에 휴지로 닦으니 갈색 식기세척기 내 때들이 들러 붙어 나옴 두번째 다른 술잔 같은 걸 받음 똑같이 나옴 다행히 도자기 그릇에선 안 나옴 그래서 마지막에 종이컵으로 바꿈 주문한 음식은 다 먹었지만 다시 방문 의사 없음,0
땀땀 곱창 쌀국수를 먹기 위해 다녀왔았는데 너무 좋았습니다 사진을 찍지 못할 맛 먹기 바빠뇨,1
회전율이 엄청 빨라서 줄이 길어도 오래 기다리지 않아도 됩니다 곱창쌀국수는 생각보다 실망이었고 숯불고기쌀국수랑 분짜가 맛있었어요 가성비 좋아요,1
시그니처인 매운쌀국수보다 오히려 다른 음식이 더 만났어요 웨이팅을 오래 쓰기엔 조금 아쉽,1
맛은 있는데 줄 설 정도까지는  몰겠다 그래도 양 넉넉 매운거는 단계여도 좀 매움,1
쌀국수 분짜 맛있어요 사실 특별한 맛은 아니지만 한국화된 베트남 음식 먹고 싶을 때 들리는 곳입니당 ,1
여기 진짜 맛집 ㅠㅠ 쌀국수 좋아하고 소곱창 사랑하면 무조건 와야해요 맨날 먹고싶네요 근데 소곱창으로는 자주 먹어서 우삼겹으로 먹어봤는데 이것 또한 존맛입니다 양 진짜 많아서 매번 남기기는 한데 그래도 쌀국수치고는 저렴하진 않아요 항상 사람 붐벼서 밥시간 피해서 가면 그래도 웨이팅은 피할 수 있더라구요 그리고 직원분들 항상 친절하세요 혼밥러들도 은근 많아요 조만간 또 먹으러 갈거 같네요  근데 주차는 매장에서 내리막길로 내려가시면 유료주차장 있는데 거기말고 딱히 주차할 곳 없는거 같더라고요,1
쌀국수 원탑 고기도 많구 좋아요,1
매운곱창쌀국수 단계 원 지극히 평범하다 맛이 없지는 않지만 동시에 유명할 이유는 없는 평범함 곱창의 캐릭터를 느낄 때는 곱창을 씹을 때뿐 곱창의 재료가 들어갔다고 해서 국물의 맛이 크게 달라진 느낌은 들지 못했다 곱창 전골을 떠올릴 때 끓일수록 깊어지는 맛이 이 그릇에는 느껴지지 않는다 매운 맛 역시 여타 리뷰에서 보이는 것 같이 마라의 뉘앙스 즉 향신료에서 나오는 다소 인위적인 매운 맛이 은은히 깔려있다 원이라는 가격은 강남 상권대비 좋은 가격이지만 쌀국수라는 요리를 생각했을 때 좋은 가격은 아니다 곱창의 코스트를 고려해도 그렇다 가격대비 좋다는 리뷰들에 대해 의문이 드는 이유이다 주문하자마자 요리가 나온다 상식적으로 이해가 되지 않는 속도이다 이미 삶은 면 곱창과 부재료를 주문한 뒤에 육수에 넣어 익힌 것 같은데 그 속도가 짧아 음식이 도착했을 때는 갓 나온 음식보다는 식었다는 인상마저 준다 완성도가 부족해 면들은 붙어있고 젓가락으로 집기 어렵게 이미 잘린 면들도 몇있다 유명세를 고려하면 이해하기 어려운 수준 강남 본점을 넘어 백화점 푸드코트 등 여러 직영점을 두고 있다고 소개한다 먼저 백화점 푸드코트나 타지점에서 맛보고 입맛에 맞다면 본점에 가기를 추천한다 내 입에는 백화점 푸드코트 그 이상을 보이지는 못한 음식이였다,0
기다려서 먹을 필요까지야 직원들은 어디동네 애들인지 참,0
양지쌀국수먹음 진하고가성비굳 유명한곱창쌀국수 곱창비린내조금나고국물은마라맛 기대가컸다 단계로먹었는데단계먹을껄 사이드는소소했다 리치쥬스먹었는데 리치쥬스가쫀맛 다음에간다면 불고기쌀국수에곱창단계 점임둥 평일점심웨이팅분정도 준수했다,1
와 여기 쌀국수 현지맛 그대로 느낄 수 있고 맛있어요 재방문 예정,1
직화소고기쌀국수 내 인생 쌀국수임 근데 양이 너무 많음 진짜 맛있는데 너무 많아서 다 못 먹음 양지쌀국수도 한 입 먹어봤는데 그냥 쏘쏘였음 직화드셈,1
웨이팅 있는데 회전이 빨라요 곱창 잘 못 먹는데 여기 곱창 쌀국수는 잡내도 없고 곱이 고소하니 맛있어서 다 먹었어요,1
직화 불고기 국수 넘 맛있습니다 강추에요,1
건더기가 푸짐해서 너뮤 좋아요 빨간거는 마라향이 조금 나네요,1
맛도 맛이고 서비스가 너무 좋으셔요 직원분들 분위기 넘 좋고 친절 그 잡채 그리고 소곱창 많이 들어있어서 존맛,1
유명한지 모르고 애매한 시간에 방문해서 웨이팅 없이 먹음 젤 유명한 곱창 쌀국수 먹고 싶었지만 곱창 못 먹어서 쪽갈비로 시킴 마라탕이고 맵찔이는 단계도 매울 듯 면이 뭉쳐있는게 아쉬웠음 직원분들이 모두 친절하심,1
유명한거 치고 그닥 웨이팅하면서 먹을 필욘 없을 것같아요,0
음식도 빠르게 나오고 맛도 좋고 양도 많아요 쫌 더워요,1
자극적인맛 사장님이 상당히 친절 ,0
곱창쌀국수 최고에요 시간만 잘 맞춰서 가면 웨이팅 없이 먹을 수 있어요,1
줄서는식당에 나오는거 보고 너무 먹어보고 싶었는데 기대에 완전 부응하는 맛,1
분위기 딱 닭장  맛도 그닥평범 그냥 나와서 유명한듯 또 가진 않을래요,0
맛있고 재료도 진짜 푸짐하다 강남에서는 그래도 젤 가볼만한 맛집 그래서 어쩔 수 없긴 하지만 사람 너무 많고 북적북적해서 진짜 너무너무 먹고 싶어서 잠을 못 자고 그런 거 아니면 잘 안갈듯 아무튼 진짜 맛있긴 하다 강남가면 가볼만 함,1
쌀국수 너무 맛있었음 정말 땀나면서 먹음,1
존맛탱구리 또가고싶은곳,1
꼭 꼭 대기표를 뽑은 후에 줄스세요 ,1
곱창쌀국수 너무 맛있어요,1
매운곱창쌀국수는 여기가 진리,1
맛있음,1
여기는 태블릿으로 주문하는데 그래서 그런지 웨이팅도 금방 빠지더라구요 음식도 주문한지 분만에 나와서 깜짝 놀랐어요 그만큼 회전율이 잘돌아가서 장사가 잘 되는거겠죠 소곱창쌀국수 너무 맛나네요 곱창만 먹으면 느끼할수있는데 매운맛 단계로 먹으니 완전 입에서 불 나는줄 알았습니다 너무 매워서 국물은 시도하지 못하였으나 곱창 양도 많고 또 생각나는 맛이네요 그외에 사이드메뉴들도 다 맛있네요 재방문 의사 있습니다,1
강남 갔을 때 꼭 가서 먹어보고 싶어가지구 갔는데 처음갔을 때는 곱창쌀국수먹고 다음에 올땐분짜를 너무 맛있어요,1
쌀국수,1
괜찮은 쌀국수집 매운 쌀국수는 마라탕 느낌이 남 대체로 평범한 맛 양은 많음 웨이팅 없을때 간단하게 식사하기 좋을듯,0
매운소곱창쌀국수가 대표메뉴인 것 같길래 시켜봤는데 엄청 맛있는 건 아니지만 먹을만했어요 근데 저는 오래 기다리면서까지 다시 먹으러 갈 정도는 아니더라고요 곱창은 생각보다 많이 들어있어서 좋았어요,0
학원끝나고혼자먹으러갔는데 맛있었어요,1
곱창 쌀국수 단계도 약하게 마라탕 맛 나요,1
존맛은 아니고 그냥 무난해요 직원분들이 매우 친절하십니다,1
곱창 많음 분짜 맛있음 맛있고 갓성비 강추,1
쌀국수는 무조건 이곳이라고 생각합니다  갈때마다 대기줄이 길지만 기다려서라도 먹고 싶은 곳입니다,1
곱창을 질리도록 많이 먹을수 있으나 질리도록 먹어서인지 한동안은 생각이 안나요 곱창쌀국수 먹고 싶다면 합의점이 되어주는 곳,1
국물 너무 좋고 면도 부담없구 맛나네유,1
가격대비 아쉬운 양과 그닥 특출나지 않은 맛 후기를 읽어보니 면은 리필이 가능했나봅니다 매운소곱창쌀국수 우삽겹 주문 개취론 우삼겹 한표 웨이팅이 가치있을지는 물음표평범한 맛 웨이팅이 현장대기라 마음에 들지 않았으나 안내해주는 직원은 대체로 친절하였음,0
평범하게 맛있습니다,1
맛은 있는데 엄청나게 줄 서서 먹을 필요까진 없어요,1
맛 점 환경 점 친절 점 맛은 그냥 먹을만 함 근데 가격이 사악함 먹는 환경은 닭장임 옆에 커플이랑 합석하는 줄 친절은 여직원교육 좀 시켜야할 듯 화장실에서 문 좀 두드렸더니 문안열리시면 사람 계신거에요라면서 짜증내더라 직원이 왜 본인을 높이면서 손님을 가르치려드나 그러고 밖에서 직원들끼리 야근 서로 안한다고 싸우는데 그런건 주방장에서 하던가,0
시간 못보고 들어갔더니 라스트 오더 시간에 걸쳤었음 후기 보니 줄서서 먹다는데 왜 라는 생각이 드는 맛임 쌀국수면은 덜 익은 거 같고 숙주도 국물이 뜨겁지 않아서 죽지를 않음 다 먹을 때까지 아삭거림ㅋㅋㅋ 네이버나 카카오엔 문 닫는 시간 시라고 해놓고 뭐가 그리 급한지 갑자기 와서 시 분에 문 닫는다고 화장실도 청소 중이라고 가지도 못하고 나왔네요,0
곱창 많고 맛있어요 제가 먹었을 땐 냄새도 안났고 웨이팅도 한팀밖에 없었어서 맛있게 먹었네용ㅎ 해장용으로 체고,1
곱창쌀국수인가 그거 먹었는데 곱창 질기고 맛 없었음 맛만 생각해도 오바인데 가격생각하면 더 오바,0
웨이팅이 있어요 맛있어요,1
곱창쌀국수 분짜 진짜 너무너무 맛있어서 진실의미간 발사하면서 먹었던곳 왜후기가안좋지,1
그냥 쌀국수는 그냥 그런데 곱창쌀국수가 정말 맛있다 다만 웨이팅은 진짜 극악,1
소곱창 쌀국수 그냥그래요 블로그보구갔는데 별로 두번은안갈듯 서비스는 친절요,0
웨이팅 왜 긴지 이해안되는집,0
그냥 매운쌀국수에 곱창  곱창 약간 비림 웨이팅을 이렇게 길게 할 정도의 맛은 절대 아닙니다 한 번쯤 가보기 굿,0
매운쌀국수에 곱창이 들어가있는 맛,1
웨이팅 및 자리 안내 하는사람 사람 말 다 잘라먹고 지 할말만 함 늘 바쁜건 알겠는데 이건 수준도 아니고 사람 기분나쁘게 말함 테이블 남아서 막 바쁜 시간도 아니었음 직원들끼리 와서 먹긴하지만 기분나빠가면서 팔아주긴 싫음 굳이 이집 안와도 될 듯,0
웨이팅 안해서 그런가 그리 맛잇진 않앗슴,0
일요일 저녁 분 웨이팅 양은 많아요 ㅎㅎ 맛도 괜찮고요 대기줄 오른쪽은 인 왼쪽은 인 잘못 서있던 나 ㅎ,1
곱창도 많이들고 적당이 칼칼한게 좋았고 면사리 무한리필이라 든든하게 먹고나올 수 있었어요 분짜는 느억맘소스가 좀 약해서 쪼금 더 간간했으면 좋겠다 생각했습니다 곱창쌀국수드세요,1
웨이팅 시스템 너무 별로고 그렇게 줄서서 먹을만큼 맛있지 않았습니다 곱창쌀국수는 사진과 너무 달랐고 그나마 직화고기쌀국수가 불향나고 괜찮았지만 재방문의사 없어요,0
매운 소곱창 쌀국수   곱창에 냄새는 나진 않는데 웨이팅 시간 하면서까지 먹을 맛은 아닌 것 같음 왜 유명한지도 모르겠음 우삼겹 쌀국수   이건 그나마 먹을만함 새우튀김과 크리스피롤   이게 제일 맛있음 웨이팅 시스템 최악이에요 현장에서 기다려야합니다,0
남자큰 두명이서 짐이 무지 많았는데 명테이블이 있는데도 안된다고 하셔서 엄청 좁고 불편하게 먹다가체해서 약먹었어여ㅠㅠ 뭘먹은건지 코도들어가는지 입으로 들어가는지 ㅋㅋㅋㅋ 시쯤이었는데 나갈때도 보니 명 테이블은 자리가 비었더라구요 불편했네요,0
웨이팅 시스템 최악,0
그냥그래,0
매운곱창쌀국수 진짜 좋아하는데 여긴 그냥 그랬어요 일단 곱창에서 잡내가 너무 나서 먹기 조금 힘들었습니다ㅠ 갈비튀김은 진짜 비추 너무 달고 식으면 잡내 올라와요 코코넛쉬림프랑 크리스피롤이 진짜 맛있었어요,0
오픈 시간쯤 가서 웨이팅 거의 없이 먹었고 곱창쌀국수가 제 입엔 너무 맛있었어요 그치만 웨이팅이 있다면 택할 것 같진 않아요 좁고 붐벼서 빠르게 먹고 나와야하는 그런 식당이라 굳이,1
그냥저냥 괜찮게 먹을만합니다,0
웨이팅 최악ㅋㅋ이정도 맛 아닌듯,0
기다림이 너무길어 기대치가 높아서인지 분명맛있는 맛인데 아쉬움이 살짝있었어요 분짜는 너무 맛있었지만 매운 소고기곱창쌀국수가 약간 아쉬웠어요  그래도 재방문 의사는 있습니다 맛은있었으니까용,1
곱창쌀국수 먹었는데 생각보다 곱창이 많이 들어있고 매운정도도 선택할 수 있어 좋았습니다 줄 서는 것만 빼면 다 좋은듯ㅜㅜ,1
곱창이  왠만한 전골보다 더 들어간듯해요 짱맛,1
내가 일부러 찾아가서 먹는 몇안되는곳 항상 맛있다 요즘같은 계절엔 계속생각나게하는 맛이다,1
솔직히 곱창쌀국수 말고는 크게 대단한건 없는 쌀국수집이지만 곱창쌀국수만으로도 곱창전골과 쌀국수를 한번에 만족 시킵니다 곱창 양도 많고 맵기도 매운 편입니다,0
또 생각나는 곱창쌀국수,1
